capture,source,dest,dest_port,label,n_events,n_gaps,median_gap,mad_gap,rcv,mean_gap,std_gap,cv,min_gap,max_gap,median_bytes
benign,10.0.2.5,10.0.2.3,67,benign,34,33,300.08505296707153,0.02156686782836914,7.186918380348548e-05,300.1581091519558,0.8641161541899687,0.002878869928356684,299.08987307548523,304.72870802879333,305.0
benign,10.0.2.5,104.18.37.200,443,benign,10,9,49.497859954833984,32.6187469959259,0.6589930761792528,143.32016123665704,224.77556472429802,1.5683457427398366,0.0007200241088867188,622.7980120182037,11097.5
benign,10.0.2.5,104.26.13.204,443,benign,10,9,0.001361846923828125,0.0009210109710693359,0.676295518207283,16.622149229049683,44.34433943595148,2.6677861463578454,0.00044083595275878906,134.5667541027069,1864.0
benign,10.0.2.5,13.33.109.100,443,benign,18,17,0.09682393074035645,0.08984780311584473,0.9279503778542214,0.9183383548960966,2.276220380168579,2.478629328757718,0.00017499923706054688,7.437180042266846,0.0
benign,10.0.2.5,13.33.109.120,443,benign,14,13,0.05660891532897949,0.055818796157836914,0.986042495840967,1.198404623911931,2.639977375997132,2.2029098714418347,0.0007901191711425781,7.625933885574341,0.0
benign,10.0.2.5,13.33.109.127,443,benign,12,11,0.15244293212890625,0.15205788612365723,0.9974741629548071,1.4188024564222856,2.8043540264487556,1.9765641183906162,0.00038504600524902344,7.561071872711182,0.0
benign,10.0.2.5,13.33.109.53,443,benign,18,17,0.0765540599822998,0.07630014419555664,0.9966831832720319,0.9175248146057129,2.2732868585303954,2.4776298388259863,0.00025391578674316406,7.426695108413696,0.0
benign,10.0.2.5,13.33.157.182,443,benign,17,16,0.00036454200744628906,0.000286102294921875,0.7848266841072596,0.9545021951198578,2.4771864862595914,2.5952653633746,5.412101745605469e-05,7.783756971359253,0.0
benign,10.0.2.5,13.33.82.103,443,benign,10,9,0.3863828182220459,0.12293672561645508,0.31817337577833493,159.62454289860196,473.00279483700945,2.963220982486849,0.25650501251220703,1420.9425401687622,0.0
benign,10.0.2.5,13.33.82.67,443,benign,16,15,0.28191399574279785,0.27996397018432617,0.9930829061773478,25.584741195042927,94.77462744759116,3.7043418467705216,0.00011491775512695312,368.06871604919434,0.0
benign,10.0.2.5,142.250.217.8,443,benign,10,9,4.21813702583313,3.794100046157837,0.8994729244027958,199.47517911593118,588.1057064809818,2.9482650878542933,0.2616081237792969,1767.738184928894,0.0
benign,10.0.2.5,142.251.150.4,443,benign,15,14,7.258932948112488,7.208287000656128,0.9930229487145863,94.19932857581547,266.96079466380473,2.8339989116689273,0.05035090446472168,1013.9778249263763,1903.0
benign,10.0.2.5,142.251.153.4,443,benign,16,15,7.749633073806763,7.495275020599365,0.9671780520722832,43.858166726430255,62.29409007144352,1.4203532596337005,0.25435805320739746,194.16115808486938,1903.0
benign,10.0.2.5,142.251.154.4,443,benign,12,11,0.25202393531799316,0.033989906311035156,0.1348677706668937,3.32556228204207,3.5787602007270207,1.0761368746729574,0.218034029006958,7.783179044723511,0.0
benign,10.0.2.5,142.251.155.4,443,benign,10,9,0.25214695930480957,0.18671393394470215,0.7404964726106086,50.51268034511142,143.46783789607903,2.8402341138082914,0.06543302536010742,432.99517011642456,0.0
benign,10.0.2.5,142.251.157.4,443,benign,12,11,0.2668931484222412,0.03340911865234375,0.1251778805482428,3.248886823654175,3.506572428075206,1.0793150449393618,0.23348402976989746,7.777554035186768,0.0
benign,10.0.2.5,142.251.210.34,443,benign,11,10,6.111241936683655,5.872183799743652,0.9608822331996022,75.44906270503998,150.39539354254586,1.9933368043351383,0.07666993141174316,426.37749218940735,4209.0
benign,10.0.2.5,142.251.211.78,443,benign,10,9,15.438089847564697,15.375784873962402,0.9959642044956667,234.96527555253772,397.90399727588164,1.6934587306153295,0.06230497360229492,941.1300110816956,4271.5
benign,10.0.2.5,142.251.45.195,443,benign,11,10,21.072824120521545,20.882450222969055,0.9909659048799683,229.4694683074951,408.7052710135483,1.7810878023470753,0.011094808578491211,1280.8146481513977,3322.0
benign,10.0.2.5,150.171.109.77,443,benign,10,9,7.683428049087524,7.416064023971558,0.9652025081242586,696.3765763441721,1335.5804448420972,1.917899725825944,0.2673640251159668,3880.912099123001,1638.0
benign,10.0.2.5,150.171.27.10,443,benign,66,65,0.002007007598876953,0.001978158950805664,0.9856260394392967,35.73723309223468,165.0657747058691,4.61887394247475,2.384185791015625e-05,1254.2084319591522,0.0
benign,10.0.2.5,150.171.27.11,443,benign,30,29,7.767626047134399,7.508545875549316,0.96664615803941,84.261325795075,200.4905847461247,2.379390341349735,0.2382199764251709,973.620444059372,2355.0
benign,10.0.2.5,150.171.27.12,443,benign,18,17,7.704455852508545,7.681559801101685,0.9970282065540806,192.45094258645003,346.02324624130483,1.7979815613834642,0.02289605140686035,1269.0968689918518,2506.0
benign,10.0.2.5,150.171.28.10,443,benign,73,72,0.030140995979309082,0.029819965362548828,0.9893490375374248,34.15131281812986,154.218438931982,4.515739695081716,2.5033950805664062e-05,1252.9625570774078,2389.0
benign,10.0.2.5,150.171.28.11,443,benign,33,32,8.0150705575943,7.774855017662048,0.9700295164956912,79.21895506232977,156.25454926976036,1.9724389086780898,0.00023698806762695312,610.9473509788513,2403.0
benign,10.0.2.5,150.171.28.12,443,benign,11,10,0.24837851524353027,0.19393551349639893,0.7808063161431211,157.93641049861907,465.87075579967603,2.9497362535268548,0.052095890045166016,1481.8575389385223,0.0
